		Falun	70
		Gällivare	100
		Gävle	90
		Göteborg	90
		Helsingborg	100
		Jönköping	110
		Kalmar	90
		Karlskrona	75
		Karlstad	85
		Kiruna	80
		Kvillsfors	100
		Linköping	80
		Luleå	95
		Malmö	95
		Mora	50
		Stockholm	190
		Strömstad	120
		Sundsvall	120
		Torsby	40
		Umeå	26
		Uppsala	60
		Visby	90
		Örebro	130
		Östersund	50
t=5
	GUI Player
		0
		0
		Vaasa
		Vaasa
	Greedy Player
		157
		2
		Bergen
		Myrdal
	Random Player
		102
		4
		Tromsø
		Kirkenes
	Smart Player
		49
		1
		Umeå
		Sundsvall
	cities
		Aalborg	80
		Aarhus	250
		Copenhagen	100
		Esbjerg	125
		Herning	65
		Nykøbing	50
		Odense	70
		Struer	100
		Helsinki	210
		Kermi	40
		Kokkola	85
		Kuopio	50
		Oulu	70
		Pohjanmaa	100
		Pori	30
		Rovaniemi	30
		Tampere	120
		Turku	70
		Vaasa	50
		Bergen	72
		Bodø	40
		Dombås	110
		Kirkenes	200
		Kristiansand	50
		Lillehammer	110
		Myrdal	16
		Narvik	150
		Oslo	125
		Stavanger	200
		Tromsø	78
		Trondheim	140
		Åndalsnes	150
		Falun	70
		Gällivare	100
		Gävle	90
		Göteborg	90
		Helsingborg	100
		Jönköping	110
		Kalmar	90
		Karlskrona	75
		Karlstad	85
		Kiruna	80
		Kvillsfors	100
		Linköping	80
		Luleå	95
		Malmö	95
		Mora	50
		Stockholm	190
		Strömstad	120
		Sundsvall	120
		Torsby	40
		Umeå	26
		Uppsala	60
		Visby	90
		Örebro	130
		Östersund	50
t=6
	GUI Player
		0
		0
		Vaasa
		Vaasa
	Greedy Player
		157
		1
		Bergen
		Myrdal
	Random Player
		102
		3
		Tromsø
		Kirkenes
	Smart Player
		9
		4
		Sundsvall
		Gävle
	cities
		Aalborg	80
		Aarhus	250
		Copenhagen	100
		Esbjerg	125
		Herning	65
		Nykøbing	50
		Odense	70
		Struer	100
		Helsinki	210
		Kermi	40
		Kokkola	85
		Kuopio	50
		Oulu	70
		Pohjanmaa	100
		Pori	30
		Rovaniemi	30
		Tampere	120
		Turku	70
		Vaasa	50
		Bergen	72
		Bodø	40
		Dombås	110
		Kirkenes	200
		Kristiansand	50
		Lillehammer	110
		Myrdal	16
		Narvik	150
		Oslo	125
		Stavanger	200
		Tromsø	78
		Trondheim	140
		Åndalsnes	150
		Falun	70
		Gällivare	100
		Gävle	90
		Göteborg	90
		Helsingborg	100
		Jönköping	110
		Kalmar	90
		Karlskrona	75
		Karlstad	85
		Kiruna	80
		Kvillsfors	100
		Linköping	80
		Luleå	95
		Malmö	95
		Mora	50
		Stockholm	190
		Strömstad	120
		Sundsvall	120
		Torsby	40
		Umeå	26
		Uppsala	60
		Visby	90
		Örebro	130
		Östersund	50
t=7
	GUI Player
		0
		0
		Vaasa
		Vaasa
	Greedy Player
		161
		3
		Myrdal
		Oslo
	Random Player
		102
		2
		Tromsø
		Kirkenes
	Smart Player
		9
		3
		Sundsvall
		Gävle
	cities
		Aalborg	80
		Aarhus	250
		Copenhagen	100
		Esbjerg	125
		Herning	65
		Nykøbing	50
		Odense	70
		Struer	100
		Helsinki	210
		Kermi	40
		Kokkola	85
		Kuopio	50
		Oulu	70
		Pohjanmaa	100
		Pori	30
		Rovaniemi	30
		Tampere	120
		Turku	70
		Vaasa	50
		Bergen	72
		Bodø	40
		Dombås	110
		Kirkenes	200
		Kristiansand	50
		Lillehammer	110
		Myrdal	12
		Narvik	150
		Oslo	125
		Stavanger	200
		Tromsø	78
		Trondheim	140
		Åndalsnes	150
		Falun	70
		Gällivare	100
		Gävle	90
		Göteborg	90
		Helsingborg	100
		Jönköping	110
		Kalmar	90
		Karlskrona	75
		Karlstad	85
		Kiruna	80
		Kvillsfors	100
		Linköping	80
		Luleå	95
		Malmö	95
		Mora	50
		Stockholm	190
		Strömstad	120
		Sundsvall	120
		Torsby	40
		Umeå	26
		Uppsala	60
		Visby	90
		Örebro	130
		Östersund	50
t=8
	GUI Player
		0
		0
		Vaasa
		Vaasa
	Greedy Player
		161
		2
		Myrdal
		Oslo
	Random Player
		102
		1
		Tromsø
		Kirkenes
	Smart Player
		9
		2
		Sundsvall
		Gävle
	cities
		Aalborg	80
		Aarhus	250
		Copenhagen	100
		Esbjerg	125
		Herning	65
		Nykøbing	50
		Odense	70
		Struer	100
		Helsinki	210
		Kermi	40
		Kokkola	85
		Kuopio	50
		Oulu	70
		Pohjanmaa	100
		Pori	30
		Rovaniemi	30
		Tampere	120
		Turku	70
		Vaasa	50
		Bergen	72
		Bodø	40
		Dombås	110
		Kirkenes	200
		Kristiansand	50
		Lillehammer	110
		Myrdal	12
		Narvik	150
		Oslo	125
		Stavanger	200
		Tromsø	78
		Trondheim	140
		Åndalsnes	150
		Falun	70
		Gällivare	100
		Gävle	90
		Göteborg	90
		Helsingborg	100
		Jönköping	110
		Kalmar	90
		Karlskrona	75
		Karlstad	85
		Kiruna	80
		Kvillsfors	100
		Linköping	80
		Luleå	95
		Malmö	95
		Mora	50
		Stockholm	190
		Strömstad	120
		Sundsvall	120
		Torsby	40
		Umeå	26
		Uppsala	60
		Visby	90
		Örebro	130
		Östersund	50
t=9
	GUI Player
		0
		0
		Vaasa
		Vaasa
	Greedy Player
		161
		1
		Myrdal
		Oslo
	Random Player
		259
		4
		Kirkenes
		Tromsø
	Smart Player
		9
		1
		Sundsvall
		Gävle
	cities
		Aalborg	80
		Aarhus	250
		Copenhagen	100
		Esbjerg	125
		Herning	65
		Nykøbing	50
		Odense	70
		Struer	100
		Helsinki	210
		Kermi	40
		Kokkola	85
		Kuopio	50
		Oulu	70
		Pohjanmaa	100
		Pori	30
		Rovaniemi	30
		Tampere	120
		Turku	70
		Vaasa	50
		Bergen	72
		Bodø	40
		Dombås	110
		Kirkenes	43
		Kristiansand	50
		Lillehammer	110
		Myrdal	12
		Narvik	150
		Oslo	125
		Stavanger	200
		Tromsø	78
		Trondheim	140
		Åndalsnes	150
		Falun	70
		Gällivare	100
		Gävle	90
		Göteborg	90
		Helsingborg	100
		Jönköping	110
		Kalmar	90
		Karlskrona	75
		Karlstad	85
		Kiruna	80
		Kvillsfors	100
		Linköping	80
		Luleå	95
		Malmö	95
		Mora	50
		Stockholm	190
		Strömstad	120
		Sundsvall	120
		Torsby	40
		Umeå	26
		Uppsala	60
		Visby	90
		Örebro	130
		Östersund	50
t=10
	GUI Player
		0
		0
		Vaasa
		Vaasa
	Greedy Player
		222
		4
		Oslo
		Stavanger
	Random Player
		259
		3
		Kirkenes
		Tromsø
	Smart Player
		52
		2
		Gävle
		Falun
	cities
		Aalborg	80
		Aarhus	250
		Copenhagen	100
		Esbjerg	125
		Herning	65
		Nykøbing	50
		Odense	70
		Struer	100
		Helsinki	210
		Kermi	40
		Kokkola	85
		Kuopio	50
		Oulu	70
		Pohjanmaa	100
		Pori	30
		Rovaniemi	30
		Tampere	120
		Turku	70
		Vaasa	50
		Bergen	72
		Bodø	40
		Dombås	110
		Kirkenes	43
		Kristiansand	50
		Lillehammer	110
		Myrdal	12
		Narvik	150
		Oslo	64
		Stavanger	200
		Tromsø	78
		Trondheim	140
		Åndalsnes	150
		Falun	70
		Gällivare	100
		Gävle	47
		Göteborg	90
		Helsingborg	100
		Jönköping	110
		Kalmar	90
		Karlskrona	75
		Karlstad	85
		Kiruna	80
		Kvillsfors	100
		Linköping	80
		Luleå	95
		Malmö	95
		Mora	50
		Stockholm	190
		Strömstad	120
		Sundsvall	120
		Torsby	40
		Umeå	26
		Uppsala	60
		Visby	90
		Örebro	130
		Östersund	50
t=11
	GUI Player
		0
		0
		Vaasa
		Vaasa
	Greedy Player
		222
		3
		Oslo
		Stavanger
	Random Player
		259
		2
		Kirkenes
		Tromsø
	Smart Player
		52
		1
		Gävle
		Falun
	cities
		Aalborg	80
		Aarhus	250
		Copenhagen	100
		Esbjerg	125
		Herning	65
		Nykøbing	50
		Odense	70
		Struer	100
		Helsinki	210
		Kermi	40
		Kokkola	85
		Kuopio	50
		Oulu	70
		Pohjanmaa	100
		Pori	30
		Rovaniemi	30
		Tampere	120
		Turku	70
		Vaasa	50
		Bergen	72
		Bodø	40
		Dombås	110
		Kirkenes	43
		Kristiansand	50
		Lillehammer	110
		Myrdal	12
		Narvik	150
		Oslo	64
		Stavanger	200
		Tromsø	78
		Trondheim	140
		Åndalsnes	150
		Falun	70
		Gällivare	100
		Gävle	47
		Göteborg	90
		Helsingborg	100
		Jönköping	110
		Kalmar	90
		Karlskrona	75
		Karlstad	85
		Kiruna	80
		Kvillsfors	100
		Linköping	80
		Luleå	95
		Malmö	95
		Mora	50
		Stockholm	190
		Strömstad	120
		Sundsvall	120
		Torsby	40
		Umeå	26
		Uppsala	60
		Visby	90
		Örebro	130
		Östersund	50
t=12
	GUI Player
		0
		0
		Vaasa
		Vaasa
	Greedy Player
		222
		2
		Oslo
		Stavanger
	Random Player
		259
		1
		Kirkenes
		Tromsø
	Smart Player
		93
		3
		Falun
		Örebro
	cities
		Aalborg	80
		Aarhus	250
		Copenhagen	100
		Esbjerg	125
		Herning	65
		Nykøbing	50
		Odense	70
		Struer	100
		Helsinki	210
		Kermi	40
		Kokkola	85
		Kuopio	50
		Oulu	70
		Pohjanmaa	100
		Pori	30
		Rovaniemi	30
		Tampere	120
		Turku	70
		Vaasa	50
		Bergen	72
		Bodø	40
		Dombås	110
		Kirkenes	43
		Kristiansand	50
		Lillehammer	110
		Myrdal	12
		Narvik	150
		Oslo	64
		Stavanger	200
		Tromsø	78
		Trondheim	140
		Åndalsnes	150
		Falun	29
		Gällivare	100
		Gävle	47
		Göteborg	90
		Helsingborg	100
		Jönköping	110
		Kalmar	90
		Karlskrona	75
		Karlstad	85
		Kiruna	80
		Kvillsfors	100
		Linköping	80
		Luleå	95
		Malmö	95
		Mora	50
		Stockholm	190
		Strömstad	120
		Sundsvall	120
		Torsby	40
		Umeå	26
		Uppsala	60
		Visby	90
		Örebro	130
		Östersund	50
t=13
	GUI Player
		0
		0
		Vaasa
		Vaasa
	Greedy Player
		222
		1
		Oslo
		Stavanger
	Random Player
		279
		4
		Tromsø
		Kirkenes
	Smart Player
		93
		2
		Falun
		Örebro
	cities
		Aalborg	80
		Aarhus	250
		Copenhagen	100
		Esbjerg	125
		Herning	65
		Nykøbing	50
		Odense	70
		Struer	100
		Helsinki	210
		Kermi	40
		Kokkola	85
		Kuopio	50
		Oulu	70
		Pohjanmaa	100
		Pori	30
		Rovaniemi	30
		Tampere	120
		Turku	70
		Vaasa	50
		Bergen	72
		Bodø	40
		Dombås	110
		Kirkenes	43
		Kristiansand	50
		Lillehammer	110
		Myrdal	12
		Narvik	150
		Oslo	64
		Stavanger	200
		Tromsø	58
		Trondheim	140
		Åndalsnes	150
		Falun	29
		Gällivare	100
		Gävle	47
		Göteborg	90
		Helsingborg	100
		Jönköping	110
		Kalmar	90
		Karlskrona	75
		Karlstad	85
		Kiruna	80
		Kvillsfors	100
		Linköping	80
		Luleå	95
		Malmö	95
		Mora	50
		Stockholm	190
		Strömstad	120
		Sundsvall	120
		Torsby	40
		Umeå	26
		Uppsala	60
		Visby	90
		Örebro	130
		Östersund	50
t=14
	GUI Player
		0
		0
		Vaasa
		Vaasa
	Greedy Player
		296
		2
		Stavanger
		Kristiansand
	Random Player
		279
		3
		Tromsø
		Kirkenes
	Smart Player
		93
		1
		Falun
		Örebro
	cities
		Aalborg	80
		Aarhus	250
		Copenhagen	100
		Esbjerg	125
		Herning	65
		Nykøbing	50
		Odense	70
		Struer	100
		Helsinki	210
		Kermi	40
		Kokkola	85
		Kuopio	50
		Oulu	70
		Pohjanmaa	100
		Pori	30
		Rovaniemi	30
		Tampere	120
		Turku	70
		Vaasa	50
		Bergen	72
		Bodø	40
		Dombås	110
		Kirkenes	43
		Kristiansand	50
		Lillehammer	110
		Myrdal	12
		Narvik	150
		Oslo	64
		Stavanger	126
		Tromsø	58
		Trondheim	140
		Åndalsnes	150
		Falun	29
		Gällivare	100
		Gävle	47
		Göteborg	90
		Helsingborg	100
		Jönköping	110
		Kalmar	90
		Karlskrona	75
		Karlstad	85
		Kiruna	80
		Kvillsfors	100
		Linköping	80
		Luleå	95
		Malmö	95
		Mora	50
		Stockholm	190
		Strömstad	120
		Sundsvall	120
		Torsby	40
		Umeå	26
		Uppsala	60
		Visby	90
		Örebro	130
		Östersund	50
t=15
	GUI Player
		0
		0
		Vaasa
		Vaasa
	Greedy Player
		296
		1
		Stavanger
		Kristiansand
	Random Player
		279
		2
		Tromsø
		Kirkenes
	Smart Player
		50
		2
		Örebro
		Karlstad
	cities
		Aalborg	80
		Aarhus	250
		Copenhagen	100
		Esbjerg	125
		Herning	65
		Nykøbing	50
		Odense	70
		Struer	100
		Helsinki	210
		Kermi	40
		Kokkola	85
		Kuopio	50
		Oulu	70
		Pohjanmaa	100
		Pori	30
		Rovaniemi	30
		Tampere	120
		Turku	70
		Vaasa	50
		Bergen	72
		Bodø	40
		Dombås	110
		Kirkenes	43
		Kristiansand	50
		Lillehammer	110
		Myrdal	12
		Narvik	150
		Oslo	64
		Stavanger	126
		Tromsø	58
		Trondheim	140
		Åndalsnes	150
		Falun	29
		Gällivare	100
		Gävle	47
		Göteborg	90
		Helsingborg	100
		Jönköping	110
		Kalmar	90
		Karlskrona	75
		Karlstad	85
		Kiruna	80
		Kvillsfors	100
		Linköping	80
		Luleå	95
		Malmö	95
		Mora	50
		Stockholm	190
		Strömstad	120
		Sundsvall	120
		Torsby	40
		Umeå	26
		Uppsala	60
		Visby	90
		Örebro	130
		Östersund	50
t=16
	GUI Player
		0
		0
		Vaasa
		Vaasa
	Greedy Player
		301
		2
		Kristiansand
		Stavanger
	Random Player
		279
		1
		Tromsø
		Kirkenes
	Smart Player
		50
		1
		Örebro
		Karlstad
	cities
		Aalborg	80
		Aarhus	250
		Copenhagen	100
		Esbjerg	125
		Herning	65
		Nykøbing	50
		Odense	70
		Struer	100
		Helsinki	210
		Kermi	40
		Kokkola	85
		Kuopio	50
		Oulu	70
		Pohjanmaa	100
		Pori	30
		Rovaniemi	30
		Tampere	120
		Turku	70
		Vaasa	50
		Bergen	72
		Bodø	40
		Dombås	110
		Kirkenes	43
		Kristiansand	45
		Lillehammer	110
		Myrdal	12
		Narvik	150
		Oslo	64
		Stavanger	126
		Tromsø	58
		Trondheim	140
		Åndalsnes	150
		Falun	29
		Gällivare	100
		Gävle	47
		Göteborg	90
		Helsingborg	100
		Jönköping	110
		Kalmar	90
		Karlskrona	75
		Karlstad	85
		Kiruna	80
		Kvillsfors	100
		Linköping	80
		Luleå	95
		Malmö	95
		Mora	50
		Stockholm	190
		Strömstad	120
		Sundsvall	120
		Torsby	40
		Umeå	26
		Uppsala	60
		Visby	90
		Örebro	130
		Östersund	50
t=17
	GUI Player
		0
		0
		Vaasa
		Vaasa
	Greedy Player
		301
		1
		Kristiansand
		Stavanger
	Random Player
		302
		4
		Kirkenes
		Tromsø
	Smart Player
		93
		3
		Karlstad
		Strömstad
	cities
		Aalborg	80
		Aarhus	250
		Copenhagen	100
		Esbjerg	125
		Herning	65
		Nykøbing	50
		Odense	70
		Struer	100
		Helsinki	210
		Kermi	40
		Kokkola	85
		Kuopio	50
		Oulu	70
		Pohjanmaa	100
		Pori	30
		Rovaniemi	30
		Tampere	120
		Turku	70
		Vaasa	50
		Bergen	72
		Bodø	40
		Dombås	110
		Kirkenes	20
		Kristiansand	45
		Lillehammer	110
		Myrdal	12
		Narvik	150
		Oslo	64
		Stavanger	126
		Tromsø	58
		Trondheim	140
		Åndalsnes	150
		Falun	29
		Gällivare	100
		Gävle	47
		Göteborg	90
		Helsingborg	100
		Jönköping	110
		Kalmar	90
		Karlskrona	75
		Karlstad	42
		Kiruna	80
		Kvillsfors	100
		Linköping	80
		Luleå	95
		Malmö	95
		Mora	50
		Stockholm	190
		Strömstad	120
		Sundsvall	120
		Torsby	40
		Umeå	26
		Uppsala	60
		Visby	90
		Örebro	130
		Östersund	50
t=18
	GUI Player
		0
		0
		Vaasa
		Vaasa
	Greedy Player
		408
		2
		Stavanger
		Kristiansand
	Random Player
		302
		3
		Kirkenes
		Tromsø
	Smart Player
		93
		2
		Karlstad
		Strömstad
	cities
		Aalborg	80
		Aarhus	250
		Copenhagen	100
		Esbjerg	125
		Herning	65
		Nykøbing	50
		Odense	70
		Struer	100
		Helsinki	210
		Kermi	40
		Kokkola	85
		Kuopio	50
		Oulu	70
		Pohjanmaa	100
		Pori	30
		Rovaniemi	30
		Tampere	120
		Turku	70
		Vaasa	50
		Bergen	72
		Bodø	40
		Dombås	110
		Kirkenes	20
		Kristiansand	45
		Lillehammer	110
		Myrdal	12
		Narvik	150
		Oslo	64
		Stavanger	19
		Tromsø	58
		Trondheim	140
		Åndalsnes	150
		Falun	29
		Gällivare	100
		Gävle	47
		Göteborg	90
		Helsingborg	100
		Jönköping	110
		Kalmar	90
		Karlskrona	75
		Karlstad	42
		Kiruna	80
		Kvillsfors	100
		Linköping	80
		Luleå	95
		Malmö	95
		Mora	50
		Stockholm	190
		Strömstad	120
		Sundsvall	120
		Torsby	40
		Umeå	26
		Uppsala	60
		Visby	90
		Örebro	130
		Östersund	50
t=19
	GUI Player
		0
		0
		Vaasa
		Vaasa
	Greedy Player
		408
		1
		Stavanger
		Kristiansand
	Random Player
		302
		2
		Kirkenes
		Tromsø
	Smart Player
		93
		1
		Karlstad
		Strömstad
	cities
		Aalborg	80
		Aarhus	250
		Copenhagen	100
		Esbjerg	125
		Herning	65
		Nykøbing	50
		Odense	70
		Struer	100
		Helsinki	210
		Kermi	40
		Kokkola	85
		Kuopio	50
		Oulu	70
		Pohjanmaa	100
		Pori	30
		Rovaniemi	30
		Tampere	120
		Turku	70
		Vaasa	50
		Bergen	72
		Bodø	40
		Dombås	110
		Kirkenes	20
		Kristiansand	45
		Lillehammer	110
		Myrdal	12
		Narvik	150
		Oslo	64
		Stavanger	19
		Tromsø	58
		Trondheim	140
		Åndalsnes	150
		Falun	29
		Gällivare	100
		Gävle	47
		Göteborg	90
		Helsingborg	100
		Jönköping	110
		Kalmar	90
		Karlskrona	75
		Karlstad	42
		Kiruna	80
		Kvillsfors	100
		Linköping	80
		Luleå	95
		Malmö	95
		Mora	50
		Stockholm	190
		Strömstad	120
		Sundsvall	120
		Torsby	40
		Umeå	26
		Uppsala	60
		Visby	90
		Örebro	130
		Östersund	50
t=20
	GUI Player
		0
		0
		Vaasa
		Vaasa
	Greedy Player
		438
		3
		Kristiansand
		Aalborg
	Random Player
		302
		1
		Kirkenes
		Tromsø
	Smart Player
		195
		1
		Strömstad
		Göteborg
	cities
		Aalborg	80
		Aarhus	250
		Copenhagen	100
		Esbjerg	125
		Herning	65
		Nykøbing	50
		Odense	70
		Struer	100
		Helsinki	210
		Kermi	40
		Kokkola	85
		Kuopio	50
		Oulu	70
		Pohjanmaa	100
		Pori	30
		Rovaniemi	30
		Tampere	120
		Turku	70
		Vaasa	50
		Bergen	72
		Bodø	40
		Dombås	110
		Kirkenes	20
		Kristiansand	15
		Lillehammer	110
		Myrdal	12
		Narvik	150
		Oslo	64
		Stavanger	19
		Tromsø	58
		Trondheim	140
		Åndalsnes	150
		Falun	29
		Gällivare	100
		Gävle	47
		Göteborg	90
		Helsingborg	100
		Jönköping	110
		Kalmar	90
		Karlskrona	75
		Karlstad	42
		Kiruna	80
		Kvillsfors	100
		Linköping	80
		Luleå	95
		Malmö	95
		Mora	50
		Stockholm	190
		Strömstad	18
		Sundsvall	120
		Torsby	40
		Umeå	26
		Uppsala	60
		Visby	90
		Örebro	130
		Östersund	50
t=21
	GUI Player
		0
		0
		Vaasa
		Vaasa
	Greedy Player
		438
		2
		Kristiansand
		Aalborg
	Random Player
		342
		4
		Tromsø
		Kirkenes
	Smart Player
		221
		3
		Göteborg
		Jönköping
	cities
		Aalborg	80
		Aarhus	250
		Copenhagen	100
		Esbjerg	125
		Herning	65
		Nykøbing	50
		Odense	70
		Struer	100
		Helsinki	210
		Kermi	40
		Kokkola	85
		Kuopio	50
		Oulu	70
		Pohjanmaa	100
		Pori	30
		Rovaniemi	30
		Tampere	120
		Turku	70
		Vaasa	50
		Bergen	72
		Bodø	40
		Dombås	110
		Kirkenes	20
		Kristiansand	15
		Lillehammer	110
		Myrdal	12
		Narvik	150
		Oslo	64
		Stavanger	19
		Tromsø	18
		Trondheim	140
		Åndalsnes	150
		Falun	29
		Gällivare	100
		Gävle	47
		Göteborg	64
		Helsingborg	100
		Jönköping	110
		Kalmar	90
		Karlskrona	75
		Karlstad	42
		Kiruna	80
		Kvillsfors	100
		Linköping	80
		Luleå	95
		Malmö	95
		Mora	50
		Stockholm	190
		Strömstad	18
		Sundsvall	120
		Torsby	40
		Umeå	26
		Uppsala	60
		Visby	90
		Örebro	130
		Östersund	50
t=22
	GUI Player
		0
		0
		Vaasa
		Vaasa
	Greedy Player
		438
		1
		Kristiansand
		Aalborg
	Random Player
		342
		3
		Tromsø
		Kirkenes
	Smart Player
		221
		2
		Göteborg
		Jönköping
	cities
		Aalborg	80
		Aarhus	250
		Copenhagen	100
		Esbjerg	125
		Herning	65
		Nykøbing	50
		Odense	70
		Struer	100
		Helsinki	210
		Kermi	40
		Kokkola	85
		Kuopio	50
		Oulu	70
		Pohjanmaa	100
		Pori	30
		Rovaniemi	30
		Tampere	120
		Turku	70
		Vaasa	50
		Bergen	72
		Bodø	40
		Dombås	110
		Kirkenes	20
		Kristiansand	15
		Lillehammer	110
		Myrdal	12
		Narvik	150
		Oslo	64
		Stavanger	19
		Tromsø	18
		Trondheim	140
		Åndalsnes	150
		Falun	29
		Gällivare	100
		Gävle	47
		Göteborg	64
		Helsingborg	100
		Jönköping	110
		Kalmar	90
		Karlskrona	75
		Karlstad	42
		Kiruna	80
		Kvillsfors	100
		Linköping	80
		Luleå	95
		Malmö	95
		Mora	50
		Stockholm	190
		Strömstad	18
		Sundsvall	120
		Torsby	40
		Umeå	26
		Uppsala	60
		Visby	90
		Örebro	130
		Östersund	50
t=23
	GUI Player
		0
		0
		Vaasa
		Vaasa
	Greedy Player
		364
		2
		Aalborg
		Aarhus
	Random Player
		342
